"corvette","September 2005"," The exception I have seen is that Big O Tires tends to have good, honest service (and, they're cheap, at least for the things I used them for). The ones I've been to don't do transmission fluid or coolant, but they can handle the LOF stuff, tires, brakes, shocks, and alignment, which is nearly all you need. Most of us will never own a car long enough to reap the benefit of maintaining it according to a dealer's excessive schedule. Even if we did, it might not pay off. I see way too many people ignore or creatively interpret service requirements on Camries, 626's and the like, and these people still have reliable cars. I think a lot of it is just dumb luck. "
"anonymousposts","September 2005"," What did you not like about the Civic? Hopefully Gee and I can get out soon to take a look at them. We plan to tomorrow when we go on our quarterly toy shopping trip for little Gee.The new Accord may MSRP for $24,700 but I have a feeling you could probably get one for around $22,000. A leftover 05 would be even less. You'd be missing out on the refresh and heated mirrors but otherwise it has all of the safety equipment you need (good selling point to Mrs. Stickguy), good performance, and great gas mileage consider the size of the car.The Fusion is interesting. However, I'm not to fond of the interior. Overall, it's OK but that steering wheel is not to my liking. It also looks a bit dated to me, at least in the photos I've seen recently. Additionally, it uses the same 2.3L as the Mazda6 if I am not mistaken but is bigger and heavier. That doesn't sound good for performance. The 6 is a bit of a dog at low RPM as it is. And they muted the sound of the engine. One thing I enjoyed about the 6 with the 5-speed and the 2.3 was the sound and feel of the car at high RPM. "
"anonymousposts","September 2005"," I hated to trade my 03 EX-L Accord Coupe 5-speed manual for the automatic sedan. Hated it even more when I had the baby and realized that I wanted my stick back. Hated it even more than that when the CCB in me took over and I traded the automatic Accord for a 5-speed Accord. I should've listened to Gee when he questioned my desire for the automatic....... "
"stickguy","September 2005"," The only thing that didn't seem quite right on the CIvic was the comfort level of the front seats. But, I didn't spend much time fiddling, and the plastic was still on, so I plan to give it another chance tomorrow. DId seem to drive nice.Odd as it may seem, I try to avoid test drivng a car before any prep (with plastic everywhere, filthy, etc.). Plus, you never no if everything is in order. I really am concerned with the seats, since they are tres important to me (I just like good seats, and have some back issues). The Accord does feel good though.The supply of '05s (especially sticks, limited to start with) is starting to dry up. My dealer had a ton of '06s already hidden in back. And maybe it is shallow, but I do like the new butt better! Although for a killer deal, I can live with the old one. I even really like it in your color (Redrock).However, not likely that they are dropping 2.5K off MSRP on an '06 anytime soon. Maybe a clearance deal on an '05 for close to 20?I really do want to like the CIvic more, since it is over 4K cheaper MSRP (18.8 vs. 23K, comparing EX to EX) "
"anonymousposts","September 2005"," in our Accord is one of the reasons I love it. Even when I was 9 months pregnant I was comfortable. No back or butt pain on long trips either. Before I make a final judgement I will have to see and drive the Civic in person. I'm also guessing that you might have liked the EX more because it has an armrest and the roof. It's usually not a good idea to test drive a car that's not identical to the one you want. After seeing the 06 Accord in person I think I like my 04 better. IMHO, the 04 Accord looks like it was designed with the whole car in mind. With the 06 I got the impression they just fixed what people said was wrong with it. I like the new rear by itself but think the 03-05 rear suits the rest of the car better. I know I am in the minority though.Doesn't seem like you drive much so why not go all out and lease yourself a 06 6-speed sedan? You'd give up a couple of MPG but gain a whole lot in the way of power and driving fun. Take the money from your tC and let it draw interest. "
"stickguy","September 2005"," you are a good enabler, aren't you? If my wife thought like you, we would be in BK most likely.I am actually trying to avoid buying something too pricey, or too powerful, but I can certainly be convinced to waive that last part. If I drove a 6+6, I might drop off the wagon. With a Civic, my car (paid off) plus a few grand loose change and I still have new wheels and no payment. If the new car comes with payments, I will get the evil eye from Mrs. stick, but I can live with that.Also, the Civic LX has a fantastic armrest, seems quite similar to the Accord I also sat in. I require a roof, but the EX civic was otherwise pretty identical to the LX. I did test fit, and had plenty of headroom (moe than I got now!).I plan to go shopping early tomorrow. Will ahve to get the salesguy to find the CIvic and 5 and 6 speed Accords if he can. "
"stickguy","September 2005"," OT (assuming we have one here) but something this dealer group now has that facilitates impulse shopping is cool. Instead of waiting while the sales dude writes down stock numbers and wanders away to look for keys, they have boxes on each car (similar to the electronic key boxes realtors now use). He puts in the code, and gets the keys to any car. Pretty handy since most of th stock is now kept in a somewhat remote cnetral lot (it's a mutli store dealer row operation). "
"stickguy","September 2005"," drove both back to back this morning. Civic was impressive, and surprisingly close in roominess, at least up front, although I fit fine in the back too. Mostly just a little narrowerDrove an Accord EX 5 speed. Nice driving car, slightly quieter/less sporty/more relaxed than the CIvic. It did have great seats though. The Civics felt a bit better than the ones in the car I drove last night (but I really do neet to try a car without plastic wrap on the seat), but not quite Accord level. I actually think I would be happy with either one, even though they do have soemwhat different personalities.To me, the Accord doesn't really offer enough extra value to justify the difference in price (18.8k for the Civic, 23K for the Accord), with is just over 4 grand. Of course, real world pricing may be closer, but I do think the Accord is a little overpriced, or maybe I'm just out of touch. "
"gee35coupe","September 2005"," You have no idea how true that is. When you have a wife who works for a car dealership, that knows how to calculate a lease, and can memorize MSRP, TMV and real world pricing on any car that you ever had an inkling of owning.Not to mention this same wife tells you that "" you've been a good boy so you can go out and buy whatever you want"". That's why we've had 30 cars in 10 years. "
"stickguy","September 2005"," my wife would drive the same car forever if it was up to her to go out and buy a new one. She's intimidated by the buying process, and has no clue about that other stuff. That's why she has me.And, either I'm not as good as you, or she doesn't care! Although she will no longer get involved when I am looking for myself (I drive her crazy with it), so I pretty much have carte blanche to get whatever I want. She knows I'm too cheap to buy anything real expensive! "
"akangl","September 2005"," Am I slipping up or what?? The Titan is 10 months old, we've had the Ram for 22 months, and Zippy is 14 months old. I have ZERO desire to go buy anything else........well, except for a log truck, but that's a whole 'nother ball game.Is it time for me to turn in my CCBA membership card??BTW, Zippy has just shy of 48k miles on her........I still love my little car!!  "
"michaellno","September 2005"," Before I met my wife, I think she owned 3 cars in 15 years:VW BeetleDatsun 210Ford TempoIn the 9 years we've been together, she's had the following as her daily drivers for a length of time:Ford Escort LXVW New BeetleFord ExplorerSaturn L300Saturn VUEPlus, we've bought or leased the following that she hasn't driven regularly:Ford ExpeditionChevrolet TrackerFord FocusSaturn L200Strangely, like Jolie, I'm debating with myself whether to get another car or not. The L300 has, I think, 43K and is the daughters car. The Focus has 31K on it and gets a steady 30-32MPG on my commute to and from work. The VUE has 12K on it (in 10 months!) and is the wife's daily driver - well, when its her turn to drive with her co-worker.My office will be moving at the end of next week and I'd really like to start driving the L300 again, but I like the fuel usage of the Focus. That, and has been previously mentioned and debated, the daughter hasn't learned to drive a stick.As much as I'd like to trade the Focus in for something else for the daughter to drive, I kinda like the idea of her in a larger car, just in case. Plus, it keeps the mileage down - I'm figuring that when the loan is paid off in a couple of years, the L300 will have maybe 70K on it - lots of life left with no car payments.There really isn't anything wrong with the Focus that makes me want to trade it in - it gets good mileage, has been trouble free, has all the amenities one could want (power windows, locks, cruise, tilt, keyless remote, AC, CD player). About the only thing I could see replacing it with is a Pontiac Vibe, which is very similar in many respects but gets a little bit better mileage (36 hwy vs. 32 for the Focus, according to the EPA).OTOH, all three of us really like the Saturn Sky, so when it is released early next year, I could see all logic going out the window.BTW, does anyone know what the MPG figures are for the Solstice? I figure that the Sky will be the same, as they share the same powertrain. "
"anonymousposts","September 2005"," However, Gee is a good husband and a great Daddy so he deserves a reward. Plus he has put up with me for 10 years ... that's gotta be worth something.I haven't seen the 06 Civic in person yet. However, if you consider that you will probably be able to get $1000 off of the Civic that puts it at $17,800. The Accord EX 5-speed invoices at $20,000. You should be able to get the Accord for invoice .. maybe even less. So the difference is $2200. The Accord is in it's 3rd/4th year so most of the kinks have been worked out vs. the Civic being a first year model. The Accord also has a front/rear double wishbone suspension. On the other side, the Civic gets better gas mileage, is smaller so it should be sportier and easier to manevuer, and it's cheaper. It has the same safety equipment as the Accord and pretty much the same luxury options as well. Guess you have a tough decision to make. FWIW, I love my Accord. No problems in 24,000 miles. Drives great and gives me 31 MPG in mixed driving.  Have you looked at the Mazda3/Mazda6 yet? "
"anonymousposts","September 2005"," The Solstice is rated at 20/28. "
"corvette","September 2005"," Ouch. Short gearing, I suppose. "
"stickguy","September 2005"," is actually geared fairly tall in top gear, especially compared to the Miata. There were comparos in most of the magazines last month, and the SOlstice came across as the tourer of th ebunch (although it has negligible cargo room). The Miata may not be a great highway cruiser, but at least it has an actual trunk! "
"stickguy","September 2005"," Accord vs. Civic will be a tough choice in many cases. Are you sure that invoice is 20K? Maybe that was for the '05. MSRP of an '06 cloth EX is $23,00 even. I did like the Civic, but didn't fall in love, and the Accord does have nice seats.I did look at Mazdas yesterday. I just don't find the seats in the 6 comfy, but do really like the 3. That car just feels right to me when I sit in it, and the leather seats are nice. I plan to go drive a 3 at lunch today just for the heck of it.The Civic is rated a little higher mpg (not too much if you get the 3i model), and might be a little more refied, but I think the 3 might be more comfortable. I should have taken one out yesterday when I stopped to test sit (and get my blockbuster certificate singed).I may decide to hold out for something more luxurious, but that is more $$, so the tC may be around for a while. That is unless the Mazda dealer has something I like, and is willing to make me an offer I can't refuse.I might swing by the Volvo dealer too, just for the heck of it, in case they have a program car for cheap.At least the '06 3s are out, so there is a supply to look at. "
"andre1969","September 2005"," is the new Civic really that much bigger than the old one? I never could get comfortable in the previous Civic, but the current Accord fits me just fine. "
"stickguy","September 2005"," I never really spent any time in the last gen Civic, but this one seems to have plenty of room. Up front, it's a little narrower, but other than that, seems comparable to the Accord. "
"corvette","September 2005"," ...geared fairly tall in top gear...Second stab in the dark: I suppose it's just the performance tuning on the Ecotec--kind of like the Cobalt SS engine. "
"stickguy","September 2005"," spent some time at the mazda dealer today. Turns out I like the 3 even more than I remembered. It fits me real well. I drove a Grand touring model (new this year, basically the old SP23 with every goodie on it). FOund the seats to be very comfortable, really no issues or need to rationalize (except it wouldn't mind if they tilted up slightly in the front, but I could probably fix that).Drives like a little hot rod, handles nice, pulls strong. Probably a little noiser than the Civic, but it's a ""good"" noise. Definitely the performance car in the class.SHifts nice too, but a much different layout of the shifter (you reach dwon for the stubby lever, as opposed to to reaching up in the Honda).The Honda gets better mileage, the Mazda has more torque, and still gets relatively good mileage. A 3i is almost as good as the Civic, but doesn't come with leather.The 3 can be a bit pricing. The GT was $21,060, but that includes heated leather, auto climate control, Xenons, and some other stuff the Civic doesn't have. A cloth touring without the fancy stuff like HIDs and ACC is about $19,050, so comparable to a Civic EX. Unfortunately, the 3 has no rebates or fire sale prices, but I guess you get what you pay for.I may go back tomorrow and talk some numbers on a touring w/leather (saving $1,400 worth of HIDs and auto CC that I don't really care about). "
"akangl","September 2005"," Of new cars is gonna have me tumbling off the bandwagon in no time! I do love the Mazda3, drove one last summer, great little car to drive, but I still like my Focus better. Then again its hard to find another car I like as much as Zippy.........I compare every car to her.I have had thoughts of selling the Titan privately, but its hard to part with a truck I truely enjoy.........wouldn't mind parting with the payment though. "
"gee35coupe","September 2005"," Since I have the ""car credit card"" already approved, it's just a matter of deciding what I want. My Civic is doing just fine rightnow so there's no hurry. I want to get rid of a few things and fund our Roth IRA's for this year and next before i pull the trigger. That'll give me time to evaluate the new IS, SI, and GTI. I figure I should be ready to go about next Christmas.Stickguy...I'd go for the 3. I love the 4 door but I don't fit in it. I also don't like Sirius radio and Ford/Mazda is Sirius only. I'm XM all the way. Other than those gripes though, the 3 is an awesome conveyance. Or you could wait like me and check out some of the other nicities coming down the pike. Nothing like not needing to buy a car when it comes time to shop. "
"boomchek","September 2005"," Chaos in the 2006 civic forum. So many new posters and postings that it's hard to try and keep up.I'll hide out in this more sedate and quiet thread for a bit untill things come down over there. There's only a few good postings in there with facts, and it's hard to weed them out from among the others. The rest seem to be new kids on the block :P arguing and assuming things. :mad: "
"anonymousposts","September 2005"," really get comfortable in the 3.Stickguy: Seems like the 3 has most, if not all, of the things you are looking for. If the price is right then go for it.boomchek: Yeah, the Civic forum is a mess right now. A lot of ""trollesque"" posts over there. "
"stickguy","September 2005"," Stopped at the HOnda dealer with the family last night for a test sit (always a dangerous move). ANyway, my daughter liked the civic (because it was red, and she could keep tabs on how fast I am going with the digital speedo). My son liked the Accord, because he said the back seat was more comfy.My wife seemed OK with the Civic, but liked the Accord better. She also makes a valid point that it would be better to have the bigger car with bigger trunk, since we would plan to take it on some trips when we don't need the cargo room of the Odyssey.I also still haven't gotten myself comfortable in the drivers seat of the Civic. Spent 15 minutes in one on the showroom floor earlier in the day.Saw a 3 earlier today (in a parking lot). Wife thought it looked small.So, I think that I need to look more at ""mid size"" wheels. The current front runner is an EX-L 5 speed 4 cyl Accord, if a real good deal can be found. But, I sitll want to see the Fusion too.I may also wait for the new IS250, but that's in a whole nother price range, and won't be helping MPG either. "
"stickguy","September 2005"," the leater seats are quite comfortable. I still, however, have a problem with almost all cars without power seats. They seem to all be going to the 1-lever height adjustment, which tends to pitch you forward as it raises. I really prefer to have the front cushion tilted up (for thigh support), which pretty much requires a power seat. "
"anonymousposts","September 2005"," Got the Si washed. It's amazing how a simple car wash can make a car drive different. The Accord had developed a slight vibration/pull in the tires so we got the alignment checked. That checked out fine so we got the tires rotated and balanced. Problem solved. We had a wash done on the Accord as well. Looks like a new car again. I cane to the conclusion that Gee should not trade his Si any time soon. It's a great car and can't be beat for the price IMO. I'm also very attached to my Accord. It's really 95% of what I want in a car. It's safe, reliable, great gas mileage, XM radio, comfy seats, and good power. stickguy: There are a few people in the Civic room saying that the tC is a better car than the Civic. What's your opinion? "
"stickguy","September 2005"," hard to tell, partly because I haven't seen a coupe yet, just a 4 door. But, I would say that the Civic is every bit as good, and has better overall ride/handling. The tC does offer a lot of features for the money.I'm assuming that newer tCs have resolved the squeak and creak problems of the early one.Anyway, probably hard to go wrong with either one, and the differences will amount to personal taste.Oh, and the Civic will likely get way better mileage. "
"andre1969","September 2005"," still have better performance than the Civic, though? My impression of the tC was that it was kind of a mild musclecar, having a lightweight body with a larger Camry 4-cylinder thrown in. The previous Civic was a dog, unless you got that SI hatchback with the stronger engine. The new one, with 140 hp standard, should be much better, but I'd imagine a tC would still whoop its butt! "
"anonymousposts","September 2005"," the tC is a bit tubby for it's size. The MPG (22/29) is not that great for a small 4 cylinder car. It has a lot of content though .. which probably accounts for it's heft. I've seen 0-60 times in the high 7's-low 8's if I'm not mistaken. We stopped by a Honda dealer on the way home from toy shopping today to check out the 06 Civic but they didn't have any. Gee saw an EX sedan there last week but it was nowhere to be found today. "
