recommendationid,language,review,timestamp_created,timestamp_updated,voted_up,votes_up,votes_funny,weighted_vote_score,comment_count,steam_purchase,received_for_free,written_during_early_access,hidden_in_steam_china,steam_china_location,timestamp_dev_responded,developer_response,steamid,num_games_owned,num_reviews,playtime_forever,playtime_last_two_weeks,playtime_at_review,last_played,attributes_patterns,cluster,sentiment_scores_pos_vader,sentiment_score_pos_vader,sentiment_score_review_spacy,sentiment_score_pos_spacy
157381688,english,this game reminds me of the times my father used to take me to the local mcdonald's and buy me a happy meal,1706846403,1706846403,True,0,0,0.0,0,True,False,False,True,,,,76561198442968617,0,14,5296,2090,4805,1707104827,"['local mcdonald', 'happy meal']",0,"{'neg': 0.0, 'neu': 0.448, 'pos': 0.552, 'compound': 0.5719}",0.5719,0.13333333333333333,0.4
157377061,english,fun,1706840455,1706840455,True,0,1,0.0,0,True,False,False,True,,,,76561198132226125,132,35,1832,1496,1082,1707102854,[],0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.3,0.0
157366067,english,party animals is probably one of the best games on steam. i love animals.,1706827474,1706827474,True,0,0,0.0,0,True,False,False,True,,,,76561199138125093,0,2,10172,592,9872,1707097874,['best games'],0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.75,1.0
157352169,english,i get to bet rin butt :),1706812501,1706812501,True,1,0,0.5238095521926879,0,True,False,False,True,,,,76561199147012923,0,7,4651,867,4338,1706941798,['rin butt'],0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.5,0.0
157334864,english,my mom plays this game 00,1706797477,1706797477,True,0,0,0.4929577410221099,0,True,False,False,True,,,,76561199364079235,44,2,2012,1401,1700,1707114597,[],0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,-0.4,0.0
157334766,english,人生必玩游戏。,1706797399,1706797399,True,0,0,0.0,0,True,False,False,True,,,,76561199072851494,397,5,10973,783,10809,1707028060,[],0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0
157313992,english,add a ferret as a character,1706773800,1706773800,True,0,0,0.0,0,True,False,False,True,,,,76561199238956294,0,6,4247,797,3634,1707088284,[],0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0
157311763,english,10/10 you can punch cats,1706770706,1706770706,True,1,0,0.0,0,True,False,False,True,,,,76561198084176716,261,12,2908,1496,2522,1707110245,[],0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0
157273140,english,"this game is a lot like gambling, you either get a trash teammate that can't even throw punches properly and makes you question buying the game, or you get a absolute god that carries you through your game, now i will tell you to buy this game if you have friends since you can team up and not risk of getting a bad teammate, also for some reason half of the players that have a mic are drunk men that like to scream at little kids and the other half are little kids that scream at the game being unfair, i recommend this game if you have friends and can roast drunk old men in their grandma's basement, but don't be surprised if someone using the levi skin starts being toxic.",1706723386,1706723386,True,0,1,0.0,0,True,False,False,True,,,,76561198993785194,0,6,3716,1636,2871,1707100865,"['bad teammate', 'little kids', 'other half', 'little kids', 'old men']",0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,-0.2649122807017544,-0.21111111111111105
157259563,english,"the game was awesome at the beginning, but they managed to ruin it:
1. due to a low player count, there were instances of imbalanced lobbies with level 100 players facing off against level 10 players. to address this, they increased the hitbox/rate for lowlevel players and decreased it for highlevel players. despite widespread complaints, no actions have been taken. (i played it on a lowlevel account, and the hit rate is insane....)
2. after a few months since the game's launch, the ingame currency system is already broken. most levelup rewards consist of ""cookies"", which are almost useless because the best skins require real money. a reward cap was implemented a few weeks ago, limiting players to receive max 2 rewards per day. despite daily forum posts (23 every day), they only recently increased the cap to 3 rewards. however, the majority of rewards are still cookies, and the overall quantity has decreased. this means that players have to invest more time but receive fewer rewards.
3. the patch notes doesn't include everything that was changed into the game.

unfortunately the game is slowly going down... if they would like to refund me, i ll return the game immediately.",1706709986,1706709986,False,3,1,0.4968589842319488,0,True,False,False,True,,,,76561197992827122,0,2,9843,825,9575,1707078270,"['low player', 'imbalanced lobbies', 'widespread complaints', 'few months', 'levelup rewards', 'best skins', 'real money', 'reward cap', 'few weeks', 'daily forum', 'overall quantity', 'more time', 'fewer rewards']",0,"{'neg': 0.0, 'neu': 0.752, 'pos': 0.248, 'compound': 0.836}",0.836,-0.11463675213675212,0.1625
157255114,english,fun little game i like it it's fun with friends i reccomand it!,1706705191,1706705191,True,0,0,0.0,0,True,False,False,True,,,,76561199221008559,39,1,4596,4596,1715,1707083553,"['little game', 'friends i']",0,"{'neg': 0.0, 'neu': 0.492, 'pos': 0.508, 'compound': 0.4767}",0.4767,0.02187499999999999,-0.29375
157231670,english,i haven't truly laughed over a game in so long. the gameplay is pure chaos and there's so many funny and cool animals to choose from. i just hope this game doesn't turn into fall guys.,1706670574,1706823816,True,0,0,0.0,0,True,False,False,True,,,,76561199083646013,0,3,2610,1051,2610,1706793438,"['pure chaos', 'cool animals']",0,"{'neg': 0.0, 'neu': 0.566, 'pos': 0.434, 'compound': 0.3182}",0.3182,0.14553571428571427,0.28214285714285714
157196303,english,bruhhhh,1706631336,1706631336,True,0,0,0.0,0,True,False,False,True,,,,76561198297014529,0,7,4278,1608,3802,1707069832,[],0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0
157105807,english,"amazing game and especially amazing update! thanks to the friend pass my friend have manage to play it and try it, now it will probably buy it too cuz he liked a lot the game so then we can invite even more friends to do the 4v4! i hope they will keep the friend pass so i can convince other friends to play this game cuz it's fun :d",1706517497,1706517783,True,0,0,0.0,0,True,False,False,True,,,,76561198372295943,0,24,4609,2303,3106,1707095044,"['amazing game', 'amazing update', 'more friends', 'other friends']",0,"{'neg': 0.0, 'neu': 0.648, 'pos': 0.352, 'compound': 0.5859}",0.5859,0.2,0.23500000000000004
157046944,english,w,1706453397,1706453397,True,0,0,0.0,0,True,False,False,True,,,,76561199400225918,0,1,1947,1947,413,1707098748,[],0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0
157036145,english,yes,1706444045,1707087291,True,0,0,0.0,0,True,False,False,True,,,,76561197991410521,0,1,2958,1305,2958,1707043215,[],0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0
156919804,english,one of the best fun multiplayer games ever honestly,1706329574,1706329574,True,0,0,0.0,0,True,False,False,True,,,,76561198356048792,0,1,3450,738,3178,1706918959,['best fun'],0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.6333333333333333,0.65
156876174,english,add more map & more game.. shooting game.. running game..escape game..hunting game,1706285242,1706285242,True,0,0,0.0,0,True,True,False,True,,,,76561199049541584,62,1,6404,665,6027,1707064045,"['more map', 'more game']",0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,-0.040000000000000015,0.19999999999999998
156824723,english,love playing this game when i come home from work. its so fun!,1706227331,1706227331,True,0,0,0.0,0,True,False,False,True,,,,76561199138158063,21,2,8707,825,8121,1707086291,[],0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.15833333333333333,0.0
156824385,english,wa khnb,1706226919,1706226919,True,0,0,0.0,0,True,False,False,True,,,,76561199208142419,0,7,5104,564,4567,1707088591,[],0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0
156813493,english,party animals makes my penis rise,1706215720,1706215720,True,1,0,0.5172414183616638,0,True,False,False,True,,,,76561198444583780,0,3,2729,886,1842,1707062149,[],0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0
156813334,english,"game funny

add raccoon, marmot, or rat to the game and i might never put this game down.",1706215562,1706215562,True,0,0,0.0,0,True,False,False,True,,,,76561198096023606,169,9,5093,699,4397,1706757180,"['game funny', 'funny add']",0,"{'neg': 0.0, 'neu': 0.508, 'pos': 0.492, 'compound': 0.4404}",0.4404,-0.22111111111111112,0.033333333333333326
156809844,english,awesome game!,1706212270,1706212270,True,0,0,0.0,0,True,False,False,True,,,,76561199526095485,0,1,5153,1868,3486,1707090841,['awesome game'],0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.25,0.3
156805745,english,fun game,1706208591,1706208591,True,1,0,0.5238095521926879,0,True,False,False,True,,,,76561198204018519,0,1,7211,1495,5777,1707059222,[],0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,-0.05000000000000002,0.0
156785781,english,it is relly fun,1706192723,1706192723,True,0,0,0.4883968830108642,0,True,False,False,True,,,,76561199571896416,0,1,2554,1879,1600,1707072953,[],0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.3,0.0
156784425,english,"bots, cheaters and bugs!",1706191692,1706191692,False,1,1,0.4883968830108642,0,True,False,False,True,,,,76561199190990518,0,1,3014,2543,612,1706905873,[],0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0
156783606,english,"im fucking pro
",1706191031,1706191031,True,0,0,0.4883968830108642,0,True,False,False,True,,,,76561198988293131,0,1,5070,2254,3048,1707115645,[],0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,-0.6,0.0
156760112,english,this is my current addiction,1706165393,1706165393,True,0,0,0.0,0,True,False,False,True,,,,76561198125020828,0,2,3948,705,3242,1706856548,['current addiction'],0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0
156741647,english,"madness game xd , really good way to destress from work xd . i can imagine all the animals are like the colleagues at work.",1706143667,1706143667,True,0,0,0.4978421628475189,0,True,False,False,True,,,,76561198078928511,0,6,2014,1123,1143,1707064005,"['madness game', 'good way']",0,"{'neg': 0.0, 'neu': 0.508, 'pos': 0.492, 'compound': 0.4404}",0.4404,0.14999999999999997,0.14999999999999997
156740068,english,fun game but they badly need to sort out instant death when you get hit once with weapons. it's completely random if you'll die or not and it's utterly stupid.,1706141661,1706141661,True,0,0,0.4978421628475189,0,True,False,False,True,,,,76561198307489798,0,2,5119,675,4712,1707095583,"['fun game', 'instant death', 'utterly stupid']",0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,-0.3499999999999999,-0.22499999999999998
156712099,english,fun,1706113801,1706113801,True,0,0,0.0,0,True,False,False,True,,,,76561199562960399,0,1,4897,2211,2828,1707111483,[],0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.3,0.0
156699519,english,very fun,1706102538,1706102538,True,0,0,0.0,0,True,False,False,True,,,,76561199310654405,0,1,4372,1631,2938,1707024029,[],0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.39,0.0
156651089,english,you can be a fuzzy creature and beat up your friends,1706039735,1706039735,True,0,0,0.0,0,True,False,False,True,,,,76561198127429283,152,8,5798,1736,4246,1706917819,['fuzzy creature'],0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0
156636698,english,재밌음,1706025711,1706025711,True,0,0,0.0,0,True,False,False,True,,,,76561199582309192,0,1,4722,1246,3590,1707058722,[],0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0
156548439,english,everything is perfect but pls fix the bug that disconnected count as force quit and get punish!!,1705929774,1705929774,True,0,1,0.0,0,True,False,False,True,,,,76561198349370256,0,3,6387,2753,3691,1707068655,[],0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0
156507933,english,"like knocking people the  out? like tossing their limp bodies sort of like in smash bros? like absolutely steezing on kids tossing fools left and right? you want this one. 
get good, and catch these hands boy step up.",1705879170,1705879170,True,0,0,0.0,0,True,False,False,True,,,,76561198998279347,0,2,12580,1335,11144,1707116452,[],0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.19714285714285712,0.0
156465817,english,"this game was great at first but then they stared to change a lot of things making the game freeze and very glitchy, they also ban for a long time for mondane names, no fun tbr",1705843730,1705843730,False,0,0,0.4741379022598266,0,True,False,False,True,,,,76561199571172120,0,1,10773,1507,9264,1707056249,['long time'],0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.03571428571428571,-0.05
156440872,english,its a really fun game to play with a group of people.,1705818045,1705818045,True,0,0,0.0,0,True,False,False,True,,,,76561199546167752,0,1,2454,1220,1200,1707116384,['fun game'],0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,-0.05000000000000002,-0.05000000000000002
156428046,english,fun and silly,1705803467,1705803467,True,1,0,0.5205479264259338,0,True,False,False,True,,,,76561198078773836,0,1,6956,1891,5065,1707107854,[],0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,-0.1,0.0
156423782,english,"miss every punch, get hit by every punch, mostly losing, good game!",1705798622,1705798622,True,0,1,0.0,0,True,False,False,True,,,,76561198005133494,0,1,5008,479,4492,1706974460,['good game'],0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.2333333333333333,0.14999999999999997
156412838,english,"very good addicting but good
",1705787302,1705787302,True,0,0,0.4794520437717437,0,True,False,False,True,,,,76561199613083844,0,1,5651,0,5583,1705866927,['good addicting'],0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.8049999999999999,0.7
156412166,english,"it's a good game. there are lots of achievements to go for. it's fun i play with my niece & nephew. the shovel is a little op. great skins too. i don't buy stuff like that, but i get a skin now and again for free and that's cool.",1705786682,1705786682,True,0,0,0.0,0,True,False,False,True,,,,76561198050494146,0,2,5289,155,5011,1707105270,"['good game', 'fun i', 'i play', 'little op', 'great skins']",0,"{'neg': 0.0, 'neu': 0.529, 'pos': 0.471, 'compound': 0.7976}",0.7976,0.28035714285714286,0.2425
156366092,english,"can't recommend because of different reasons: you have to be online, hitbox issues , not enough gamemodes and gacha mechanics",1705746423,1705752549,False,0,0,0.0,0,True,False,False,True,,,,76561197979502281,242,16,5575,464,5110,1707037422,"['different reasons', 'hitbox issues']",0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0
156349748,english,e,1705726927,1705726927,True,0,0,0.0,0,True,False,False,True,,,,76561199203332887,0,2,3262,1791,1422,1707025325,[],0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0
156344048,english,"i hadn't heard about this game until a friend recommended it to me, i had absolutely 0 idea of what the game was about or what i was doing, here's what i'm thinking:

 there's no battle pass???
i mean, i don't understand if we're expected to all play with the same super extensive list of character selection? i mean, there's really nothing bringing me back week after week to spend my money on so i'm kinda lost? do you just get all of it for free?

 mmr is too chaotic
the fluctuation between a game that plays like a sunday drive then an mlg tournament the next gives me an emotional high i haven't experienced since grade school. i think a more defined leveling system will help balance out the playing field, also bots are cracked, valve plz fix. also, no prestige option???

 my face hurts everytime i play.
i literally have too much fun that my cheeks are absolutely killing me by the end of the game, my face hurts too.

 there's a lot of achievements
i really can't ever choose which ones to focus on or what i should be paying attention to first, i just get really cool stuff all the time. i think this part of the game could be replaced with the battle pass.

that being said, very good game, excited to see if more animal options will be released!

""would love to see a goldfish""  backseat player",1705720360,1706562872,True,0,0,0.0,0,True,False,False,True,,,,76561198246954340,0,3,5239,779,5000,1706864161,"['extensive list', 'i mean', 'back week', 'sunday drive', 'emotional high', 'grade school', 'defined leveling', 'plz fix', 'everytime i', 'i play', 'much fun', 'cool stuff', 'good game', 'more animal']",0,"{'neg': 0.0, 'neu': 0.748, 'pos': 0.252, 'compound': 0.7269}",0.7269,0.10594444444444444,0.12974999999999998
156331938,english,great family game when your step sis is round. she gets stuck a lot. needs bigger and better updates! and more places to get stuck in. did i mention she's a furry,1705706506,1705706542,True,0,0,0.4782608747482299,0,True,False,False,True,,,,76561199153433892,115,21,12702,140,12561,1706983084,"['great family', 'needs bigger', 'better updates', 'more places', 'i mention']",0,"{'neg': 0.0, 'neu': 0.756, 'pos': 0.244, 'compound': 0.4404}",0.4404,0.22083333333333333,0.45
156277322,english,"so funny
and knockouts are cool",1705644319,1705644319,True,0,0,0.0,0,True,False,False,True,,,,76561199226604252,0,3,3632,1376,1815,1707015849,[],0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.3,0.0
156238389,english,"it's a fantastic break from fps games, but still satisfies my competitive urges.",1705593006,1705593006,True,0,0,0.0,0,True,False,False,True,,,,76561198936034971,0,2,7248,6,6967,1706138226,"['fantastic break', 'fps games', 'competitive urges']",0,"{'neg': 0.0, 'neu': 0.746, 'pos': 0.254, 'compound': 0.1779}",0.1779,0.4,0.4
156122210,english,alot,1705441468,1705441468,True,0,0,0.0,0,True,False,False,True,,,,76561199097346062,0,1,3105,1845,488,1707086525,[],0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0
156117738,english,"fun group game. constant updates, patches, and gameplay reworks.",1705436204,1705436204,True,0,0,0.0,0,True,False,False,True,,,,76561198000260653,0,4,4126,460,3636,1707104435,['constant updates'],0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,-0.03333333333333335,0.0
156113943,english,"don't listen to the bad reviews!!! the game does need better online split screen support, but you can still play online in custom matches with your friends on split screen. party animals is a great game, and i have had so much fun playing with my friends on this game. me and my friend destroy dogs on planes, trains, and lollipop factory's. it never gets old, even though i have done basically everything in the game i still enjoy every second of it. if you love physics based games you will love party animals.",1705432004,1705432004,True,2,0,0.5238095521926879,0,True,False,False,True,,,,76561198426688487,0,3,10463,1006,9140,1706975136,"['bad reviews', 'better online', 'split screen', 'screen support', 'great game', 'much fun']",0,"{'neg': 0.0, 'neu': 0.588, 'pos': 0.412, 'compound': 0.7906}",0.7906,0.02142857142857144,0.10000000000000005
156113697,english,i love it it is an amazing game where you can make friends. some achievements are hard because you have to be peaceful and it is hard to do that but sometimes you can have a fun little peace server!,1705431753,1705431753,True,0,0,0.0,0,True,False,False,True,,,,76561199071886336,0,2,7474,1719,4748,1707081558,"['amazing game', 'little peace']",0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.05403645833333334,0.004166666666666689
156066426,english,this game is so cute and fun to play :) it is a nice/easygoing game to play. i find it fun to hit people with random objects like a bat or frying pan. i also enjoy the character selection and butt scratches ;),1705362355,1705362355,True,0,0,0.0,0,True,False,False,True,,,,76561198959726803,0,1,5786,661,4704,1707108378,"['nice/easygoing game', 'random objects']",0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.10555555555555554,-0.45
156037348,english,it is relly fun,1705330253,1705330253,True,0,0,0.0,0,True,True,False,True,,,,76561199045842188,0,1,13482,4019,2421,1707020207,[],0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.3,0.0
156036077,english,i like to play with my booboo,1705328737,1705328737,True,0,0,0.0,0,True,False,False,True,,,,76561199589964558,0,1,3965,1987,900,1707102902,[],0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0
155950532,english,fun,1705222261,1705222261,True,0,0,0.0,0,True,False,False,True,,,,76561198887864536,0,1,9160,818,7908,1707011344,[],0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.3,0.0
155947108,english,"very nice game
",1705217101,1705217101,True,0,0,0.0,0,True,False,False,True,,,,76561199082415444,0,1,6440,983,2564,1706610683,['nice game'],0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.19,0.09999999999999998
155928343,english,love absolutely socking the sht out of otter's faces.,1705192299,1705192299,True,1,0,0.5238095521926879,0,True,False,False,True,,,,76561199203218660,0,3,3412,1119,1205,1707102051,[],0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.35,0.0
155874471,english,"good game, i love games that you can buy it and then nothing to buy else like battle pass",1705137446,1705137446,True,0,0,0.0,0,True,False,False,True,,,,76561199119775454,28,22,2950,1489,185,1706984888,"['good game', 'like battle']",0,"{'neg': 0.0, 'neu': 0.545, 'pos': 0.455, 'compound': 0.3612}",0.3612,0.26666666666666666,0.14999999999999997
155848800,english,this game is fun and cute,1705102602,1705102602,True,0,0,0.0,0,True,False,False,True,,,,76561198162103810,0,8,5215,2357,1015,1707106939,[],0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.13333333333333333,0.0
155807831,english,"add sheep named sheepy :)
",1705058764,1705058764,True,0,0,0.0,0,True,False,False,True,,,,76561198051086810,0,2,3230,1019,1884,1707045441,[],0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.5,0.0
155777431,english,"very polished party brawler. music tracks are fun and catchy, gameplay is a blast. only gripe is you can only play it connected to the internet. this game would be perfect for offline couch coop, and it's a crime that you cant do it on the go.",1705010943,1705010943,True,0,0,0.0,0,True,False,False,True,,,,76561198048923588,17,2,7317,958,4083,1706640187,"['polished party', 'couch coop']",0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.18333333333333335,0.0
155776264,english,fun with frends,1705009522,1705009522,True,0,0,0.0,0,True,False,False,True,,,,76561199102399252,0,6,3622,2532,346,1707098856,[],0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.3,0.0
155754279,english,"it's a good game and a lot of fun to jump into and play for a few hours. i would like to wish the developers to release more maps to maintain the interest of players; they also need to make more skins since they are quite quick and easy to buy. the mechanics of the game are very interesting and terrible in their own way. something needs to be done about this too. and i advise everyone to try it, but only if you buy it on sale, otherwise the price is skyhigh)",1704985285,1704985285,True,0,0,0.0,0,True,False,False,True,,,,76561199435171316,14,5,3354,1498,1816,1707016141,"['good game', 'few hours', 'more maps', 'more skins', 'own way']",0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.15512820512820513,0.28333333333333327
155721071,english,fun as shit,1704933513,1704933513,True,0,0,0.0,0,True,False,False,True,,,,76561198897195564,0,3,6501,0,6288,1705904264,[],0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.04999999999999999,0.0
155711013,english,theres is going to be a remake for the bar new animals and mabe new skins,1704920297,1704920297,True,0,0,0.0,0,True,False,False,True,,,,76561198881553339,0,3,5297,739,4410,1706495052,"['bar new', 'new animals', 'new skins']",0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.13636363636363635,0.13636363636363635
155642965,english,"un muy buen juego divertido per ofrustante a la ves
",1704829171,1704829171,True,0,0,0.0,0,True,False,False,True,,,,76561199236008235,0,5,4445,437,3953,1706847952,['un muy'],0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0
155633165,english,"super fun, i love it!",1704819057,1704819057,True,0,0,0.0,0,True,False,False,True,,,,76561198161169490,0,2,15958,2015,12121,1706864015,['super fun'],0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.41944444444444445,0.31666666666666665
